title,author,isbn,totalcheckouts
"Highschool of the dead. 3 /","Satō, Daisuke,","031613242X | 9780316132428",
"Highschool of the dead. 4 /","Satō, Daisuke,","0316132454 | 9780316132459",
"Highschool of the dead. 5 /","Satō, Daisuke,","0316132462 | 9780316132466",
"Highschool of the dead. 6 /","Satō, Daisuke,","0316209430 | 9780316209434",
"Highschool of the dead. 7 /","Satō, Daisuke,","0316209449 | 9780316209441",
"Highschool of the dead. 1 /","Satō, Daisuke,","031613225X | 1448772613 | 9780316132251 | 9781448772612",
"Everyday antiques /","DeSpain, J. J.","1580172490 (alk. paper)",23
"House of five leaves. 6 /","Ono, Natsume,","1421535424 | 9781421535425",1
"House of five leaves. 7 /","Ono, Natsume,","1421542013 | 9781421542010",1
"House of five leaves. 8 /","Ono, Natsume,","1421542021 | 9781421542027",1
"The Kurosagi corpse delivery service. Omnibus 2 /","Ōtsuka, Eiji,","1616557834 | 9781616557836",1
"The Kurosagi corpse delivery service. Omnibus 4 /","Ōtsuka, Eiji,","1506700551 | 9781506700557",1
"The Kurosagi corpse delivery service. Omnibus 3 /","Ōtsuka, Eiji,","1616558873 | 9781616558871",1
"Midnight secretary. 1 /","Ohmi, Tomu,","9781421559445 | 1421559447",
"Midnight secretary. 2 /","Ohmi, Tomu,","1421559455 | 9781421559452",
"Midnight secretary. 3 /","Ohmi, Tomu,","1421559463 | 9781421559469",
"Midnight secretary. 4 /","Ohmi, Tomu,","1421559471 | 9781421559476",
"Midnight secretary. 5 /","Ohmi, Tomu,","142155948X | 9781421559483",
"Midnight secretary. 6 /","Ohmi, Tomu,","1421559498 | 9781421559490",
"Midnight secretary. 7 /","Ohmi, Tomu.","1421559501 | 9781421559506",
"Nameless /","Morrison, Grant,","1534300937 | 9781534300934",3
"Princess jellyfish. 02 /","Higashimura, Akiko,","1632362295 | 9781632362292",1
"Princess jellyfish. 03 /","Higashimura, Akiko,","1632362309 | 9781632362308",1
"Princess jellyfish. 04 /","Higashimura, Akiko,","1632362317 | 9781632362315",1
"Prophecy. 01 /","Tsutsui, Tetsuya,","193913059X | 9781939130594",2
"Prophecy. 02 /","Tsutsui, Tetsuya,","1939130778 | 9781939130778",1
"Prophecy. 03 /","Tsutsui, Tetsuya,","1939130786 | 9781939130785",
"Resident evil : the Marhawa desire. 01 /","Serizawa, Naoki,","1421573725 | 9781421573724",2
"Resident evil : the Marhawa desire. 02 /","Serizawa, Naoki,","1421573733 | 9781421573731",2
"Resident evil : the Marhawa desire. 03 /","Serizawa, Naoki.","1421573741 | 9781421573748",2
"Resident evil : the Marhawa desire. 04 /","Serizawa, Naoki,","142157375X | 9781421573755",2
"Resident evil : the Marhawa desire. 05 /","Serizawa, Naoki,","1421573768 | 9781421573762",2
"Spell of desire. Volume 1 /","Ohmi, Tomu,","142156775X | 9781421567754",1
"Spell of desire. Volume 2 /","Ohmi, Tomu,","1421567768 | 9781421567761",1
"Spell of desire. Volume 3 /","Ohmi, Tomu,","1421567776 | 9781421567778",1
"Spell of desire. Volume 4 /","Ohmi, Tomu.","1421576856 | 9781421576855",1
"Spell of desire. Volume 5 /","Ohmi, Tomu.","1421576864 | 9781421576862",1
"Trigun Maximum omnibus. 1 /","Nightow, Yasuhiro.","1616550104 | 9781616550103",2
"Trigun Maximum omnibus. 4 /","Nightow, Yasuhiro,","1616550139 | 9781616550134",1
"Trigun Maximum omnibus. 5 /","Nightow, Yasuhiro,","1616550864 | 9781616550868",1
"Viajes :","Hershberger, Robert,","1428231307 | 9781428231306",
"Cendrillon /",,"2906987425 | 9782906987425",
"Berlitz Jr. French.",,"0689713126 | 0689713134 | 0689713142 | 9780689713125 | 9780689713132 | 9780689713149",1
"Yŏsŏt saram 여섯사람/","McKee, David.","8949110407 | 9788949110400",
"The Wizard of Oz :","Fricke, John.","0446514462 | 9780446514460",1
"Son i nawanne손이나왔네 /","Hayashi, Akiko,",,1
"Sak sak sak 싹싹싹/","Hayasi, Akiko.","8970940553 | 9788970940557",1
"Tallim annyŏng /","Hayashi, Akiko,","8970940561 | 9788970940564",1
"Kae wa koyangi 개와고양이/","Yu, Sŭng-ha  유승하.","8901025264 | 8901026554 | 9788901025261 | 9788901026558",1
"Ma la song xun lian bao dian 马拉松训练宝典/",,"7213059661 | 9787213059667",
"My first Hebrew word book /","Groner, Judyth Saypol.","1580131263 | 9781580131261",1
"FEAR AND YOGA IN NEW JERSEY",,,1
"The boys' book of greatness :","Oliver, Martin.","0545134080 | 9780545134088",5
"Blue skies, no fences :","Cheney, Lynne V.","1416532889 | 9781416532880",
"Amatka /","Tidbeck, Karin,","9781101973950 (softcover) | 1101973951 (softcover)",1
"The asylum of Dr. Caligari /","Morrow, James,","1616962658 | 9781616962654",2
"Blood Work","Connelly, Michael","1478948329 : PAP | 9781478948322 : PAP",
"The five daughters of the moon /","Likitalo, Leena,","0765395436 | 9780765395436",2
"The harbors of the sun /","Wells, Martha,","9781597808910 | 1597809330 | 1597808911 | 9781597809337",
"Tales of the Cthulhu mythos /",,"034542204X | 9780345422040",1
"Virology /","Warom, Ren,","9781785650949 | 1785650947",1
"The magic engineer /","Modesitt, L. E.","0312855702 :",29
"Lenin's roller coaster /","Downing, David,","9781616956042 (hardcover) | 1616956046 (hardcover)",2
"Three piece meal /","Zane,","1501142968 : HRD | 9781501142963 : HRD",
"Songs of Willow Frost :","Ford, Jamie.","9780345522023 (hardcover : acidfree paper) | 9780345522030 (paperback)",10
"Songs of Willow Frost :","Ford, Jamie.","9780345522023 (hardcover : acidfree paper) | 9780345522030 (paperback)",7
"Gong nü tan wang lu 宫女谈往录/","Jin, Yi金易.","7800474240 | 9787800474248",
"Gong nü tan wang lu 宫女谈往录/","Jin, Yi金易.","7800474240 | 9787800474248",
"Guo min dang dang shou de nü ren men 国民党党首的女人们/",,"7802142490 | 9787802142497",
"Mobfather :","Anastasia, George.","0821743481 | 9780821743485",2
"Left for dead :","Ward, Nick,","1596914556 | 9781596914551",
"The age of revolution 1789-1848 /","Hobsbawm, E. J.","0679772537 | 9780679772538",
"The complete fairy tales and stories /","Andersen, H. C.","0385189516 (pbk.) :",39
"Invincible Louisa;","Meigs, Cornelia,",,41
"Let them eat cake :","Purdy, Susan Gold,",0688140394,42
"Smoky night /","Bunting, Eve,","0152699546 :",38
"Smoky night /","Bunting, Eve,","0152699546 :",38
"Coins and Christianity /","Jacob, Kenneth A.","090065273X :",8
"Hunting a Detroit Tiger /","Soos, Troy,",,17
"Chester B. Himes :","Jackson, Lawrence Patrick,","9780393063899 | 0393063895",
"Dostoevsky :","Frank, Joseph,","9780691155999 | 0691155992",
"Driving to perfection :","Fielkow, Brian L.","9781626525078 | 1626525072",1
"From Holmes to Sherlock :","Boström, Mattias,","9780802126603 | 080212660X",2
"Handpicked :","Carozzi, Ingrid,","1419723898 | 9781419723896",1
"Love real food :","Taylor, Kathryne,","9781623367411 | 1623367417",6
"Perennial seller :","Holiday, Ryan,","9780143109013 | 0143109014",2
"Reset :","Pao, Ellen K.,","9780399591013 | 039959101X",1
"Rodeo Downunder :","Miller, John","1925335275 : HRD | 9781925335279 : HRD",
"Twitter and tear gas :","Tufekci, Zeynep,","9780300215120 | 0300215126",1
"Ways of grace :","Blake, James,","9780062354525 | 0062354523",2
"When your child has food allergies :","Schwartz, Mireille,","9780814434055 | 0814434053",
"Whoa, baby! :","Rowland, Kelly,","9780738219424 (hardback) | 0738219428 (hardback)",1
"Caesar in the USA /","Wyke, Maria.","0520273915 | 9780520273917",
"Stuff white people like :","Lander, Christian.","0812979915 | 1740667026 | 9780812979916 | 9781740667029",
"Honor in the dust :","Jones, Gregg R.","0451229045 | 0451239180 | 9780451229045 | 9780451239181",
"Every woman's nightmare :","Long, Steven,","0739465112 | 9780739465110",
"Steal this book /","Hoffman, Abbie.","156858217X | 9781568582177",
"Skull in the ashes :","Kaufman, Peter.","1609381882 | 9781609381882",
"Book of the ancient Greeks :","Mills, Dorothy.",,
"Simon and Schuster's Guide to gems and precious stones /","Cipriani, Curzio.","0671601164 | 0671604309 | 9780671601164 | 9780671604301",
"Open veins of Latin America :","Galeano, Eduardo,","0853459908 | 0853459916 | 9780853459903 | 9780853459910",
"The seven sins of Wall Street :","Ivry, Bob.","1610393651 | 9781610393652",
"Coaching kids to play soccer :","San Marco, Jim.","1416546723 | 9781416546726",
"You li you mian er :有里有面儿 : 京味儿礼仪话本","Liu, Yida 刘一达.","720006369X | 9787200063691",
"Zi jin cheng quan jing shi lu :紫禁城全景实录 : 故宮读本","Wang, Jinglun王镜轮,","7800474836 | 9787800474835",
"Mei gang cheng gu shi /","Lee, Harper 哈波 李.","9573258218 | 9789573258216",
"Wu ying deng 無影燈 /","Watanabe, Jun'ichi渡邊淳一,","9577087701 | 9789577087706",1
"Yuan fang de gu sheng 遠方的鼓聲/"," Murakami, Haruki 村上春樹,","9571332283 | 9571332283 | 9789571332284",
"Yin yang shi 陰陽師/","Yumemakura, Baku 夢枕獏,","9572877313 | 9789572877319",
"Yin yang shi :陰陽師 : 飛天卷","Yumemakura, Baku 夢枕獏,","9572801295 | 9789572801291",
"Robert Rauschenberg :","Mattison, Robert Saltonstall.","0300099312 (alk. paper)",12
"The Upanisads.",,,13
"The Upanisads.",,,22
"Salvaged pages :",,"0300092431 (alk. paper)",16
"Androcles and the lion /","Nolan, Dennis.",0152033556,24
"Cowboys, Indians, and gunfighters :","Marrin, Albert.","0689317743 :",9
"Fatal remains /","Bland, Eleanor Taylor.",0312300972,19
"The flight of Red Bird :","Rappaport, Doreen.","0803714386 | 0803714394 (lib.)",13
"Exploring the labyrinth :","Drury, Nevill,","0826411827 (pbk.)",16
"Get hired :","Green, Paul C.","188516713X | 1885167148 (pbk.)",111
"The stars shine down ","Sheldon, Sidney.",0688121004,148
"The dog who bit a policeman :","Kaminsky, Stuart M.",089296667X,42
"Outside and inside spiders /","Markle, Sandra.","0027623149 :",72
"The midwife's apprentice /","Cushman, Karen.",0395692296,64
"The multicultural cookbook for students /","Albyn, Carole Lisa.",0897747356,57
"Becoming your cat's best friend /","Gutman, Bill.","076130200X (lib. bdg.)",77
"Elephant woman :","Pringle, Laurence P.",0689801424,20
"Charlie and Tyler at the seashore /","Craig, Helen.",156402573X,100
"From script to screen :","Seger, Linda.","0805023038 (acidfree paper) :",46
"Every day :","Richards, Elizabeth.","0671001558 (HC)",28
"The nose book /","Perkins, Al.","0375973176 | 9780375973178",2
"Huan ye 幻夜/","Higashino, Keigo東野圭吾.","9789866562082 | 9789866562099",1
"Huan ye 幻夜/","Higashino, Keigo東野圭吾.","9789866562082 | 9789866562099",1
"Jin tian wo hui xin xiang shi cheng 今天我會心想事成:","Zhang, Defen 張德芬.","9789861751191 | 9789861751191 | 986175119X",
"Chu ye初夜 /","Hayashi, Mariko林真理子,","7222045007 | 9787222045002",
"Wu shen fu xin zu bu jian kang fa 吳神父新足部健康法/","Eugster,Josef吳若石","9576633222 | 9789576633225",
"0-5 sui yu er bai ke 0-5歲育兒百科/",,"9574558630 | 9574558630 | 9789574558636",
"Samoubiĭt︠s︡a /","Ėrdman, Nikolaĭ,","5941760159 | 9785941760152",
"Li︠u︡bovʹ k trem apelʹsinam :","Filatov, Leonid Alekseevich,","5796100289 | 9785796100288",
"Private practices /","White, Stephen Walsh.",0670846732,70
"Unchained memories :","Terr, Lenore,","0465088236 :",27
"A vineyard killing :","Craig, Philip R.,",0743205243,19
"Dangerous kiss /","Collins, Jackie.",0684850303,13
"Boxes for Katje /","Fleming, Candace.",0374309221,52
"Little Rabbit and the sea /","Bishop, Gavin,","1558588094 (trade) | 1558588108 (lib.)",106
"Great expectations.","Dickens, Charles,",,16
"Dead ringer /","Scottoline, Lisa.","0060514930 (acidfree paper)",26
"Dead ringer /","Scottoline, Lisa.","0060514930 (acidfree paper)",94
" Dr. Jekyll, orthodontist."," Greenburg, Dan"," 0448413388",98
"MEN WITHOUT WOMEN",,,16
"Sleep of the unjust /","Ferrars, E. X.","0385417071 :",37
"China trade /","Rozan, S. J.","0312112548 :",84
"Decorative glass :","Shannon, George,",1895569311,23
"Archaeologists dig for clues /","Duke, Kate.","006027056X | 0060270578 (lib bdg.)",41
"Boundless /","Tamaki, Jillian,","9781770462878 (paperback) | 1770462872 (paperback)",1
Carnage.,"Conway, Gerry,","9780785196358 | 0785196358",3
Carnage.,"Conway, Gerry,","9781302902964 | 1302902962",5
"Deadly class.","Remender, Rick,","9781632157188 | 1632157187",1
"Deadly class.","Remender, Rick,","9781534300552 | 1534300554",1
Descender.,"Lemire, Jeff,","9781534301931 | 1534301933",2
"Eartha /","Malkasian, Cathy,","9781606999912 | 1606999915",1
"Hostage /","Delisle, Guy,","9781770462793 | 1770462791",2
"Howard the Duck.","Zdarsky, Chip,","9780785199380 | 0785199381",3
"Kill or be killed.","Brubaker, Ed,","9781534302280 | 153430228X",4
"Midnighter and Apollo /","Orlando, Steve,","9781401272012 | 1401272010",5
"Scarlet Witch.","Robinson, James,","9780785196839 | 0785196838",3
"Scarlet Witch.","Robinson, James,","9781302902667 | 1302902660",3
"Spencer & Locke.","Pepose, David.","1632292521 | 9781632292520",1
"Sticks Angelica, folk hero /","DeForge, Michael,","9781770462700 | 1770462708",
"Uncomfortably happily /","Hong, Yeon-Sik,","9781770462601 | 1770462600",1
"How to survive in the North /","Healy, Luke,","1910620068 : HRD | 9781910620069 : HRD",
"Casey Jones's fireman :","Farmer, Nancy,","0803719299 (trade) | 0803719302 (lib. bdg.)",20
"Baba Yaga & the wise doll :","Oram, Hiawyn.","0525459472 :",17
"Animal dads /","Collard, Sneed B.",0395836212,61
"The world's worst aircraft /","Gilbert, James,","0718112695 :",31
"Infantry soldier :","Neill, George W.","0806132221 (alk. paper)",47
"Coming to America :","Maestro, Betsy.",0590441515,86
"Bayou moon /","Bevill, C. L.","0312282079 (hc) :",43
"Everyday things in ancient Greece.","Quennell, Marjorie Courtney.",,
"Gregor Mendel :","Klare, Roger.",0894907891,23
"Heroes of the Revolution /","Adler, David A.",082341471X,33
"Deadly pleasures :","James, P. D.",,73
"Odd girl out :","Simmons, Rachel,",0151006040,46
"Operation Shylock :","Roth, Philip.","0671703765 :",41
"Worst fears realized :","Woods, Stuart.",0060191821,89
"Worst fears realized :","Woods, Stuart.",0060191821,97
"Churchill, the end of glory :","Charmley, John,","015117881X :",22
"Somebody's darling /","McMurtry, Larry.",0671243942,36
"Personal injuries","Turow, Scott.","0786220147 (alk. paper) | 0786220155 (pbk. : alk. paper)",98
"Murder on the Lusitania /","Allen, Conrad,",0312241143,52
"Some love, some pain, sometime /","Cooper, J. California.",0385467877,33
"Red rabbit /","Clancy, Tom,","0399148701 | 0399149147",20
"Red rabbit /","Clancy, Tom,","0399148701 | 0399149147",19
"Things fall apart /","Achebe, Chinua.","0385474547 | 9780385474542",21
"Things fall apart /","Achebe, Chinua.","0385474547 | 9780385474542",26
"Kay Thompson's Eloise in Moscow /","Thompson, Kay,",0689832117,48
"Here on Earth /","Hoffman, Alice.","0399143130 (acidfree paper) | 9780399143137 (acid-free paper)",35
"Here on Earth /","Hoffman, Alice.","0399143130 (acidfree paper) | 9780399143137 (acid-free paper)",77
"The winter garden mystery /","Dunn, Carola.","0312132174 :",103
"The accidental tourist /","Tyler, Anne.",039454689X,25
"The tunnels of Cu Chi /","Mangold, Tom.",0394525760,17
"Inside the animal mind /","Page, George",038549291X,18
"Irresistible forces /","Steel, Danielle.",0385319606,79
"The face /","Koontz, Dean R.",0553802488,43
"The National Audubon Society field guide to North American birds.","Bull, John L.","0679428526 :",
"Booked to die :","Dunning, John,",0684193833,71
"No more Vietnams /","Nixon, Richard M.","0877956685 (alk. paper) :",20
"The beggar's magic :","Chang, Margaret Scrogin.",0689813406,32
"Natural Prozac :","Robertson, Joel C.","0062513532 | 0062513540 (pbk.)",32
"I hate weddings /","Petersen, P. J.","0525463275                          fk",83
"Earthquake games :","Levy, Matthys.",0689813678,33
"Saturn /","Bova, Ben,",0312872186,28
"The courage to be /","Tillich, Paul,","0300084714 (pbk.)",6
"Broca's brain :","Sagan, Carl,",0394501691,14
"Le comte de Monte-Cristo.","Dumas, Alexandre,",,13
"Le comte de Monte-Cristo.","Dumas, Alexandre,",,23
"The Christie caper /","Hart, Carolyn G.","0553074040 :",109
"Fatal /","Palmer, Michael,",0553802038,81
"Maximum Bob /","Leonard, Elmore,","0385301421 :",28
"New spring /","Jordan, Robert,",0765306298,37
"The long road home /","Steel, Danielle.","0385319568 | 0385319924 (lg. print) | 0385332858 (limited ed.)",30
"The long road home /","Steel, Danielle.","0385319568 | 0385319924 (lg. print) | 0385332858 (limited ed.)",61
"From secretary track to fast track :","Lizotte, Ken.","0814479022 (pbk.)",18
"A history of US.","Hakim, Joy.","019515259X (set) | 0195153332 (cloth) | 0195153340 (pbk.)",14
"Big bang /","Couper, Heather.",0789414848,70
"No safe place /","Patterson, Richard North.",0679450424,56
"The return /","De Mers, Joe.","0525940979 (acidfree paper)",58
"A history of US.","Hakim, Joy.","019515259X (set) | 0195153359 (cloth) | 0195153367 (pbk.)",12
"A history of US.","Hakim, Joy.","019515259X (set) | 0195153375 (cloth) | 0195153383 (pbk.)",12
"Ignorance /","Kundera, Milan,",0060002093,32
"Buffalo girls :","McMurtry, Larry.","067168518X :",34
"July, July /","O'Brien, Tim,",0618039694,38
"Changing habits /","Macomber, Debbie.",1551666901,101
"Jonah and the two great fish /","Gerstein, Mordicai.",0689813732,34
"The tea rose /","Donnelly, Jennifer.","0312288352 :",81
"Black Ajax /","Fraser, George MacDonald,","0786705531 :",23
"Forever free /","Haldeman, Joe W.",0441006973,30
"Lazarus ","West, Morris L.,","0816150419 (hc) : | 0816150427 (pb)",38
"A history of US.","Hakim, Joy.","019515259X (set) | 0195153197 (cloth) | 0195153200 (pbk.)",30
"A short history of the world /","Blainey, Geoffrey.","1566634210 (alk. paper)",42
"The girl who hated books /","Pawagi, Manjusha.","1582700060 (cloth)",112
"In the river sweet /","Henley, Patricia.",0375421270,20
"Half asleep in frog pajamas /","Robbins, Tom,",0553076256,1
"O' artful death /","Taylor, Sarah Stewart.",0312307640,47
"How we crossed the West :","Schanzer, Rosalyn.","0792237366 | 0792237382",71
"Five little monkeys jumping on the bed /","Christelow, Eileen.","0899197698 (lib. bdg.) :",116
"CICC Chinese collection.",,,11
"CICC Chinese collection.",,,12
"CICC Chinese collection.",,,15
"CICC Chinese collection.",,,17
"CICC Chinese collection.",,,25
"CICC Chinese collection.",,,13
"CICC Chinese collection.",,,15
"CICC Chinese collection.",,,20
"CICC Chinese collection.",,,14
"CICC Chinese collection.",,,20
"CICC Chinese collection.",,,21
"CICC Chinese collection.",,,17
"CICC Chinese collection.",,,19
"CICC Chinese collection.",,,40
"CICC Chinese collection.",,,12
"The blood artists :","Hogan, Chuck.",0688156223,37
"The gods and goddesses of ancient Egypt /","Fisher, Leonard Everett.","0823412865 (lib.)",55
"Remember the morning /","Fleming, Thomas J.","031286308X (acidfree paper)",26
"The collected longer poems of Kenneth Rexroth.","Rexroth, Kenneth,",,
"The power of Reiki :","Honervogt, Tanmaya.","0805055592 (alk. paper)",79
"Saddle and ride ","Haycox, Ernest,",0708901069,47
"The naked and the dead /","Mailer, Norman.",,69
"The misbegotten son:","Olsen, Jack.",0385299362,50
"All that glitters /","Andrews, V. C.",0671875744,
"The near-death experience :",,"0415914302 (cloth : alk. paper) | 0415914310 (pbk. : alk. paper)",37
"Survival English :","Mosteller, Lee.","0130166359 (pbk.)",89
"Food fight :","Bode, Janet.",0689802722,36
"Aero and Officer Mike :","Russell, Joan Plummer.",1563979314,23
"Aero and Officer Mike :","Russell, Joan Plummer.",1563979314,27
"Out to Canaan ","Karon, Jan,","1574901044 (acidfree paper)",53
"The annotated rules of hockey /","Duplacey, James.",1558214666,30
"Black notice /","Cornwell, Patricia Daniels.",0399145087,62
"The pleasure zone :","Resnick, Stella,","1573240710 (hardcover)",39
"Servant of the bones","Rice, Anne,",0679759042,34
Hippocrates.,"Levine, Edwin Burton,",,24
"Alien brain fryout :","Joosse, Barbara M.",0395689643,50
"The fixer.","Malamud, Bernard.",,53
"Shrek! /","Steig, William,","0374368775 :",79
"Your miracle brain /","Carper, Jean.","0060183918 :",19
"I don't know how she does it :","Pearson, Allison,","0375414053 | 0375713751 (pbk.)",
"Western architecture :","Sutton, Ian.",0500203164,23
"Mole's hill :","Ehlert, Lois.","0152551166 (reinforced binding) :",111
"The Balkans :","Mazower, Mark.","0679640878 (hc.)",19
"You can teach hitting /","Baker, Dusty,",1881029018,47
"My gal Sunday /","Clark, Mary Higgins.",0684832291,41
"Ben and me :","Lawson, Robert,",,33
"The other side of psychology  /","Cummins, Denise D.","0312131364 | 0312135777",28
"Redcoats & Rebels :","Hibbert, Christopher,",039302895X,34
"Dead in the water :","Woods, Stuart.",0060183683,56
"Dead in the water :","Woods, Stuart.",0060183683,80
"Daddy's little girl ","Clark, Mary Higgins.",0743228774,23
"Canapes for the kitties /","Babson, Marian.",0312169299,45
"Lost horizon /","Hilton, James,",0895773619,15
"The healing home :","Chiazzari, Suzy.",1570761043,69
"Lucky pennies and hot chocolate /","Shields, Carol Diggory.",0525464506,116
"A death to record /","Tope, Rebecca.",0312302606,25
"Boy gets girl :","Gilman, Rebecca Claire.","0571199836 (alk. paper)",17
"The salmon of doubt :","Adams, Douglas,","1400045088 (hc)",23
"Longitudes and attitudes :","Friedman, Thomas L.","0374190666 (hc : alk. paper) | 9780374190668 (hc : alk. paper)",5
"The Tibetan book of living and dying /","Sogyal,",0062507931,29
"The infernal machine, and other plays /","Cocteau, Jean,",0811200221,8
"Red wolf country /","London, Jonathan,",0525451919,76
"Lifecycles :","Bache, Christopher Martin.","1557783500 (HC) :",52
"The world of King Arthur and his court :","Crossley-Holland, Kevin.",0525461671,27
"Vanished ","Steel, Danielle.","0385310439 (lg. print)",65
"Atoms and elements /","Bradley, David A.",0195218582,34
"Blue at the mizzen /","O'Brian, Patrick,",0393048446,61
"Plague :","Marriott, Edward,","0805066802 (hc.)",22
"The Chancellor manuscript /","Ludlum, Robert,","080371274X :",58
"Barron's English verbs /","Hopper, Vincent Foster,","0812046838 :",29
"Cain his brother /","Perry, Anne.",044990847X,96
"Little Toot;","Gramatky, Hardie,",,66
"Philadelphia :","Borkson, Joseph L.",0940159716,17
"Wiley and Jasper /","Moss, Miriam.","1593360606 | 1593360614 (pbk.)",96
"Lost and found /","Tidd, Louise Vitellaro.","0761320202 (lib. bdg.) | 0761320458 (pbk.)",93
"Jo's boys, and how they turned out.","Alcott, Louisa May,",,57
"Turkeys, Pilgrims, and Indian corn :","Barth, Edna.",0618067833,26
"Turkeys, Pilgrims, and Indian corn :","Barth, Edna.",0618067833,22
"Geisha :","Iwasaki, Mineko.",0743444329,59
"Rosalind Franklin :","Maddox, Brenda.",0060184078,13
"Plants and animals /","Taylor, Barbara,",0195218647,28
"The Eagle has landed ","Higgins, Jack,",0816163308,47
"Crossing Ocean Parkway :","Torgovnick, Marianna,","0226808297 :",13
"John Marin /","Fine, Ruth,","1558590153 (Abbeville Press) :",22
"The brain and nervous system /","Parker, Steve.","0081724802 | 0817248021",72
"Little bunny on the move /","McCarty, Peter.","0805046208 (alk. paper)",65
"A field guide to animal tracks /","Murie, Olaus Johan,","0395910935 (hc) | 0395910943 (pbk.)",13
"Hansel and Gretel /","Grimm, Jacob,","068414400X :",48
"Soul made flesh :","Zimmer, Carl,",0743230388,17
"And then there were none","Christie, Agatha,",0553350005,17
"And then there were none","Christie, Agatha,",0553350005,83
"Paula /","Allende, Isabel.",0060172533,64
"The shaman's bones /","Doss, James D.",038097424X,40
"Ox-cart man /","Hall, Donald,",0670533289,70
"A corner of the universe /","Martin, Ann M.,","0439388805 | 0439388813 (pbk.)",83
"Sing down the moon /","O'Dell, Scott,",0440979757,16
"Hansel and Gretel.","Grimm, Jacob,",,38
"Walking the perfect square /","Coleman, Reed Farrel,","1579620396 (alk. paper)",56
"There's still time :","Galan, Mark A.","0792241401 | 0792270924",22
"The nanny diaries ","McLaughlin, Emma.","0754018229 (U.K. : hc : lg. print : alk. paper) | 1587242753 (U.S. : hc : lg. print : alk. paper)",75
"Blue bottle mystery :","Hoopmann, Kathy,","1853029785 (pbk. : alk. paper)",56
"In defense of liberty :","Freedman, Russell.","0823415856 (hardcover)",21
"Tackle without a team /","Christopher, Matt.","0316140678 :",82
"Flower net /","See, Lisa.",0060175273,95
"Spooker /","Ing, Dean.","0312857403 (hardcover)",43
"Walt Whitman /","Whitman, Walt,",0806995300,42
"Come back alive :","Pelton, Robert Young.",0385495668,35
"Natural answers for women's health questions :","Berkson, Lindsey.","0684865149 (pbk.)",24
"No colder place /","Rozan, S. J.",031216811X,56
"The art of fiction :","Lodge, David,","0670848484 :",11
"Into Africa :","Dugard, Martin.",0385504519,21
"Haunted :","Oates, Joyce Carol,",0525936556,29
"The primal teen :","Strauch, Barbara.",0385503393,24
"Survival English [2] :","Mosteller, Lee.",0130166502,62
"The beer enthusiast's guide :","Smith, Gregg,",0882668382,22
"Astrological patterns :","Sakoian, Frances.",,46
"Backyard detective :","Bishop, Nic,","0439174783 | 0439174791 (pbk.)",52
"The Doughboys :","Mead, Gary.",1585670618,20
"The yellow jar :","Atangan, Patrick.",1561633313,17
"Haven /","Maxim, John R.",0380973014,38
"One virgin too many /","Davis, Lindsey.",0892967161,32
"The peace keeper ","Hogan, Ray,",0816166609,34
"A million open doors /","Barnes, John,","031285210X :",40
"I am the Central Park jogger :","Meili, Trisha.","0743244370 (hc.)",15
"The lungs and respiratory system /","Parker, Steve.",081724803X,39
"The magic moonberry jump ropes /","Hru, Dakari,","0803717547 (trade) | 0803717555 (library)",70
"The passion of Molly T. /","Sanders, Lawrence,",,44
"What you can change and what you can't :","Seligman, Martin E. P.","0679410244 :",75
"Live from the fifth grade /","McKenna, Colleen O'Shaughnessy.",0590466844,99
"Saving endangered mammals :","Maynard, Thane.","0531152537 (lib. bdg.)",77
"Backfire ","Egleton, Clive.",0708907946,25
"Sean O'Casey /","daRin, Doris.","0804421366 :",8
"The toy brother /","Steig, William,","0062050788 | 0062050796 :",105
"The towers of the sunset /","Modesitt, L. E.","0312852975 :",78
"Sunshine and shadow /","Fowler, Earlene.","0425188558 (alk. paper)",39
"The devil in music /","Ross, Kate.","0670863599 (alk. paper)",57
"Gus Grissom :","Bredeson, Carmen.",0894909746,13
"Barbecue sauces, rubs, and marinades, bastes, butters & glazes /","Raichlen, Steven.","0761119795 (paper) | 0761120130 (hc)",7
"50 simple things kids can do to recycle /",,"1879682001 :",24
"The arts in Spain /","Moffitt, John F.",0500203156,19
"Closest companion :","Suckley, Margaret,",0395660807,14
"In retrospect :","McNamara, Robert S.,",0812925238,31
"With Custer on the Little Bighorn :","Taylor, William O.,","0670868035 (alk. paper)",16
"Always room for one more /","Leodhas, Sorche Nic,","0805003304 (paperback) | 0805003312 (hardcover)",41
"Perfect match ","Picoult, Jodi,",0743422899,157
"The weather-resilient garden :","Smith, Charles W. G.","1580175163 (pbk. : alk. paper)",16
"All over but the shoutin' /","Bragg, Rick.",0679442588,40
"Family secrets :","Bradshaw, John,",0553095919,39
"Little Wolf's book of badness /","Whybrow, Ian.","1575054108 (alk. paper)",96
"Blues in the night /","Krich, Rochelle Majer.","0345449711 :",50
"No way to treat a First Lady :","Buckley, Christopher,","0375507345 (alk. paper) :",60
"The Amazons of Greek mythology","Sobol, Donald J.,",0498079023,24
"Ticks, and what you can do about them /","Drummond, Roger O., 1931-",0899973531,1
"Marie Antoinette :","Lever, Evelyne.","0374199388 (alk. paper)",30
"The Tainos :","Jacobs, Francine.","0399221166 :",24
"When the emperor was divine :","Otsuka, Julie,",0375414290,26
